# Dist_from_COM	Sticker_Saturation
1.0295e+02 1.0000e+00
9.8125e+01 1.0000e+00
1.0902e+02 8.0000e-01
9.4589e+01 1.0000e+00
6.6738e+01 8.0000e-01
9.4394e+01 1.0000e+00
9.7103e+01 8.0000e-01
9.0533e+01 1.0000e+00
9.6005e+01 1.0000e+00
9.6498e+01 1.0000e+00
6.5931e+01 1.0000e+00
1.0884e+02 1.0000e+00
1.1725e+02 8.0000e-01
1.1799e+02 8.0000e-01
7.1080e+01 1.0000e+00
3.0932e+01 8.0000e-01
9.7391e+01 1.0000e+00
1.1401e+02 8.0000e-01
7.2325e+01 6.0000e-01
1.1601e+02 8.0000e-01
7.2598e+01 1.0000e+00
7.4190e+01 1.0000e+00
4.9046e+01 1.0000e+00
9.3069e+01 1.0000e+00
7.7458e+01 8.0000e-01
8.5894e+01 6.0000e-01
6.6423e+01 6.0000e-01
4.9793e+01 1.0000e+00
8.8801e+01 6.0000e-01
7.8206e+01 1.0000e+00
6.9953e+01 1.0000e+00
8.8675e+01 1.0000e+00
1.0857e+02 1.0000e+00
8.5618e+01 8.0000e-01
4.6082e+01 8.0000e-01
8.6686e+01 1.0000e+00
4.4794e+01 1.0000e+00
2.7253e+01 1.0000e+00
4.1030e+01 8.0000e-01
8.7293e+01 1.0000e+00
8.2814e+01 1.0000e+00
9.3499e+01 1.0000e+00
5.7633e+01 1.0000e+00
8.3700e+01 1.0000e+00
9.6899e+01 1.0000e+00
2.6750e+01 1.0000e+00
7.0803e+01 1.0000e+00
6.4535e+01 8.0000e-01
3.2734e+01 1.0000e+00
1.0781e+02 8.0000e-01
1.0589e+02 1.0000e+00
1.1841e+02 1.0000e+00
1.0055e+02 1.0000e+00
1.1325e+02 1.0000e+00
1.4700e+02 1.0000e+00
1.2880e+02 1.0000e+00
6.2977e+01 8.0000e-01
1.1919e+02 1.0000e+00
8.9685e+01 1.0000e+00
1.1489e+02 1.0000e+00
1.0195e+02 8.0000e-01
4.5191e+01 1.0000e+00
8.7477e+01 1.0000e+00
7.8185e+01 1.0000e+00
4.8507e+01 1.0000e+00
9.5291e+01 1.0000e+00
3.3215e+01 8.0000e-01
9.1394e+01 1.0000e+00
1.0897e+02 1.0000e+00
1.1967e+02 1.0000e+00
8.0822e+01 8.0000e-01
8.6054e+01 8.0000e-01
9.4649e+01 1.0000e+00
1.1830e+02 6.0000e-01
7.2915e+01 8.0000e-01
1.0393e+02 1.0000e+00
7.2574e+01 8.0000e-01
9.1665e+01 6.0000e-01
1.7254e+01 8.0000e-01
1.0141e+02 1.0000e+00
1.1213e+02 6.0000e-01
1.2033e+02 8.0000e-01
1.1668e+02 8.0000e-01
1.4167e+02 8.0000e-01
1.1718e+02 1.0000e+00
1.1619e+02 6.0000e-01
1.3292e+02 8.0000e-01
8.5093e+01 8.0000e-01
1.0773e+02 8.0000e-01
1.1657e+02 1.0000e+00
1.1693e+02 1.0000e+00
9.4700e+01 8.0000e-01
1.3127e+02 1.0000e+00
1.1939e+02 1.0000e+00
1.0024e+02 1.0000e+00
7.2219e+01 8.0000e-01
9.1092e+01 1.0000e+00
8.8746e+01 1.0000e+00
1.0137e+02 8.0000e-01
9.4734e+01 1.0000e+00
8.8810e+01 8.0000e-01
9.5905e+01 8.0000e-01
8.7875e+01 1.0000e+00
6.6273e+01 1.0000e+00
7.2073e+01 8.0000e-01
8.9478e+01 1.0000e+00
1.1382e+02 6.0000e-01
1.3038e+02 4.0000e-01
7.4001e+01 1.0000e+00
5.4446e+01 1.0000e+00
9.4762e+01 1.0000e+00
1.0234e+02 8.0000e-01
7.1692e+01 8.0000e-01
5.5753e+01 8.0000e-01
9.2453e+01 1.0000e+00
5.6362e+01 1.0000e+00
1.0008e+02 1.0000e+00
1.2516e+02 8.0000e-01
9.1400e+01 1.0000e+00
9.6377e+01 1.0000e+00
8.4843e+01 8.0000e-01
7.5462e+01 8.0000e-01
1.0756e+02 8.0000e-01
7.3716e+01 1.0000e+00
9.5983e+01 1.0000e+00
6.9506e+01 1.0000e+00
1.1341e+02 8.0000e-01
9.4324e+01 8.0000e-01
6.8942e+01 1.0000e+00
8.6844e+01 8.0000e-01
1.3080e+02 6.0000e-01
8.4795e+01 1.0000e+00
9.9226e+01 8.0000e-01
9.6587e+01 1.0000e+00
1.1046e+02 8.0000e-01
1.1172e+02 1.0000e+00
4.9467e+01 1.0000e+00
3.5287e+01 8.0000e-01
1.0784e+02 1.0000e+00
9.9097e+01 1.0000e+00
8.7486e+01 8.0000e-01
6.3577e+01 8.0000e-01
1.1990e+02 8.0000e-01
1.0857e+02 8.0000e-01
9.9992e+01 8.0000e-01
9.2025e+01 6.0000e-01
8.1351e+01 1.0000e+00
8.6242e+01 1.0000e+00
1.1738e+02 8.0000e-01
1.0592e+02 1.0000e+00
7.9006e+01 1.0000e+00
1.2183e+02 8.0000e-01
8.5220e+01 8.0000e-01
6.0913e+01 1.0000e+00
8.2542e+01 1.0000e+00
1.2286e+02 1.0000e+00
9.3571e+01 1.0000e+00
9.7543e+01 1.0000e+00
1.0434e+02 1.0000e+00
1.1138e+02 1.0000e+00
9.6284e+01 8.0000e-01
1.1269e+02 8.0000e-01
1.1712e+02 8.0000e-01
7.8714e+01 8.0000e-01
7.5563e+01 1.0000e+00
1.1113e+02 8.0000e-01
1.1204e+02 8.0000e-01
9.1748e+01 1.0000e+00
1.0145e+02 8.0000e-01
8.9663e+01 8.0000e-01
9.1089e+01 1.0000e+00
9.9223e+01 1.0000e+00
8.7486e+01 1.0000e+00
1.2308e+02 1.0000e+00
6.5142e+01 1.0000e+00
9.8402e+01 1.0000e+00
1.0423e+02 8.0000e-01
1.2233e+02 1.0000e+00
9.4096e+01 1.0000e+00
1.2251e+02 1.0000e+00
1.1983e+02 1.0000e+00
1.2223e+02 1.0000e+00
1.2144e+02 1.0000e+00
1.1274e+02 1.0000e+00
9.9106e+01 1.0000e+00
1.0970e+02 1.0000e+00
1.0997e+02 1.0000e+00
1.3032e+02 8.0000e-01
1.0773e+02 8.0000e-01
1.0008e+02 1.0000e+00
8.1940e+01 1.0000e+00
7.1273e+01 1.0000e+00
4.7376e+01 8.0000e-01
6.7764e+01 6.0000e-01
8.7983e+01 1.0000e+00
4.2710e+01 8.0000e-01
7.9116e+01 1.0000e+00
9.3704e+01 1.0000e+00
7.7622e+01 1.0000e+00
1.0306e+02 8.0000e-01
8.1348e+01 1.0000e+00
1.0235e+02 1.0000e+00
7.7963e+01 1.0000e+00
1.0381e+02 1.0000e+00
1.0113e+02 8.0000e-01
1.0121e+02 8.0000e-01
5.9786e+01 1.0000e+00
9.8795e+01 8.0000e-01
1.3353e+02 1.0000e+00
1.0282e+02 1.0000e+00
9.7746e+01 8.0000e-01
1.1453e+02 8.0000e-01
9.6525e+01 1.0000e+00
2.8409e+01 1.0000e+00
7.7740e+01 1.0000e+00
9.5078e+01 8.0000e-01
8.5705e+01 8.0000e-01
6.6010e+01 1.0000e+00
7.8940e+01 1.0000e+00
8.1404e+01 8.0000e-01
9.1456e+01 1.0000e+00
7.9824e+01 1.0000e+00
4.3600e+01 1.0000e+00
6.7479e+01 1.0000e+00
8.1364e+01 6.0000e-01
6.0573e+01 1.0000e+00
8.2049e+01 1.0000e+00
6.0875e+01 1.0000e+00
8.2852e+01 1.0000e+00
7.0862e+01 1.0000e+00
9.2819e+01 1.0000e+00
4.0966e+01 1.0000e+00
9.0982e+01 1.0000e+00
5.3400e+01 1.0000e+00
1.0354e+02 8.0000e-01
7.9367e+01 1.0000e+00
1.2382e+02 1.0000e+00
8.8853e+01 1.0000e+00
7.1735e+01 8.0000e-01
8.4538e+01 1.0000e+00
8.7035e+01 1.0000e+00
8.4530e+01 8.0000e-01
9.6387e+01 8.0000e-01
5.0567e+01 1.0000e+00
8.3280e+01 1.0000e+00
