# time mean_CV Std_CV
7.2500e-01 1.0021e+02 1.1293e+00
7.2625e-01 1.0012e+02 1.5287e+00
7.2750e-01 9.9806e+01 1.7053e+00
7.2875e-01 9.9908e+01 2.1913e+00
7.3000e-01 1.0036e+02 2.1092e+00
7.3125e-01 1.0034e+02 2.1507e+00
7.3250e-01 1.0005e+02 2.0761e+00
7.3375e-01 1.0032e+02 2.1412e+00
7.3500e-01 1.0058e+02 1.8280e+00
7.3625e-01 1.0033e+02 2.0572e+00
7.3750e-01 1.0099e+02 1.9831e+00
7.3875e-01 1.0050e+02 2.1767e+00
7.4000e-01 1.0078e+02 2.1383e+00
7.4125e-01 1.0059e+02 2.1623e+00
7.4250e-01 1.0064e+02 2.1841e+00
7.4375e-01 1.0087e+02 2.0708e+00
7.4500e-01 1.0062e+02 2.1198e+00
7.4625e-01 1.0064e+02 2.5835e+00
7.4750e-01 1.0050e+02 2.5072e+00
7.4875e-01 1.0067e+02 2.6033e+00
7.5000e-01 1.0060e+02 2.8417e+00
7.5125e-01 1.0105e+02 2.5201e+00
7.5250e-01 1.0107e+02 2.5179e+00
7.5375e-01 1.0107e+02 2.5156e+00
7.5500e-01 1.0085e+02 2.5226e+00
7.5625e-01 1.0062e+02 2.3825e+00
7.5750e-01 1.0092e+02 2.2783e+00
7.5875e-01 1.0062e+02 2.0343e+00
7.6000e-01 1.0059e+02 2.0203e+00
7.6125e-01 1.0031e+02 1.9231e+00
7.6250e-01 1.0012e+02 2.0471e+00
7.6375e-01 1.0052e+02 1.6334e+00
7.6500e-01 1.0044e+02 1.5701e+00
7.6625e-01 1.0013e+02 2.0410e+00
7.6750e-01 1.0037e+02 1.9503e+00
7.6875e-01 1.0049e+02 1.7918e+00
7.7000e-01 1.0064e+02 1.7584e+00
7.7125e-01 1.0038e+02 1.8276e+00
7.7250e-01 1.0045e+02 1.8038e+00
7.7375e-01 1.0049e+02 1.9185e+00
7.7500e-01 1.0068e+02 2.1352e+00
7.7625e-01 1.0063e+02 2.0812e+00
7.7750e-01 1.0052e+02 1.7270e+00
7.7875e-01 1.0007e+02 1.7128e+00
7.8000e-01 1.0023e+02 1.4872e+00
7.8125e-01 1.0005e+02 1.8313e+00
7.8250e-01 1.0024e+02 1.8177e+00
7.8375e-01 1.0012e+02 1.6758e+00
7.8500e-01 9.9993e+01 1.7280e+00
7.8625e-01 1.0006e+02 1.8759e+00
7.8750e-01 9.9956e+01 1.9201e+00
7.8875e-01 9.9771e+01 1.8253e+00
7.9000e-01 1.0007e+02 1.7284e+00
7.9125e-01 1.0012e+02 1.6433e+00
7.9250e-01 1.0048e+02 1.5085e+00
7.9375e-01 1.0034e+02 1.7717e+00
7.9500e-01 1.0023e+02 1.9894e+00
7.9625e-01 1.0031e+02 1.5984e+00
7.9750e-01 1.0041e+02 1.6181e+00
7.9875e-01 1.0030e+02 1.7513e+00
8.0000e-01 1.0010e+02 1.7899e+00
8.0125e-01 1.0021e+02 2.1415e+00
8.0250e-01 1.0024e+02 1.9912e+00
8.0375e-01 1.0017e+02 2.2838e+00
8.0500e-01 1.0001e+02 2.2290e+00
8.0625e-01 1.0004e+02 2.1396e+00
8.0750e-01 1.0022e+02 1.8113e+00
8.0875e-01 1.0039e+02 1.8887e+00
8.1000e-01 1.0000e+02 1.6709e+00
8.1125e-01 1.0027e+02 1.8678e+00
8.1250e-01 1.0019e+02 1.7626e+00
8.1375e-01 1.0045e+02 1.7096e+00
8.1500e-01 1.0003e+02 1.5997e+00
8.1625e-01 1.0012e+02 1.8295e+00
8.1750e-01 1.0006e+02 2.0257e+00
8.1875e-01 1.0040e+02 2.2036e+00
8.2000e-01 1.0026e+02 1.9707e+00
8.2125e-01 1.0034e+02 2.4147e+00
8.2250e-01 1.0035e+02 2.1359e+00
8.2375e-01 1.0051e+02 2.3469e+00
8.2500e-01 1.0051e+02 2.2912e+00
8.2625e-01 1.0051e+02 2.3533e+00
8.2750e-01 1.0041e+02 2.0293e+00
8.2875e-01 1.0073e+02 2.2568e+00
8.3000e-01 1.0052e+02 1.9185e+00
8.3125e-01 1.0076e+02 2.1517e+00
8.3250e-01 1.0062e+02 2.3921e+00
8.3375e-01 1.0083e+02 2.6183e+00
8.3500e-01 1.0039e+02 2.4358e+00
8.3625e-01 1.0012e+02 2.4699e+00
8.3750e-01 1.0005e+02 2.1834e+00
8.3875e-01 1.0008e+02 2.6470e+00
8.4000e-01 1.0031e+02 2.4381e+00
8.4125e-01 1.0004e+02 2.5123e+00
8.4250e-01 1.0003e+02 2.3861e+00
8.4375e-01 1.0008e+02 2.8229e+00
8.4500e-01 9.9676e+01 2.3478e+00
8.4625e-01 9.9805e+01 2.4999e+00
8.4750e-01 9.9806e+01 2.4541e+00
8.4875e-01 9.9616e+01 2.3384e+00
8.5000e-01 9.9976e+01 2.1653e+00
8.5125e-01 9.9482e+01 2.5728e+00
8.5250e-01 9.9029e+01 2.4322e+00
8.5375e-01 9.8752e+01 2.6356e+00
8.5500e-01 9.9025e+01 2.6232e+00
8.5625e-01 9.9033e+01 2.1491e+00
8.5750e-01 9.8997e+01 2.1346e+00
8.5875e-01 9.9326e+01 2.0390e+00
8.6000e-01 9.9125e+01 1.7442e+00
8.6125e-01 9.9171e+01 1.8880e+00
8.6250e-01 9.9000e+01 1.8769e+00
8.6375e-01 9.8972e+01 1.9401e+00
8.6500e-01 9.8922e+01 2.1506e+00
8.6625e-01 9.8759e+01 2.3398e+00
8.6750e-01 9.8764e+01 2.4901e+00
8.6875e-01 9.8972e+01 2.3565e+00
8.7000e-01 9.8805e+01 2.3651e+00
8.7125e-01 9.8690e+01 2.3883e+00
8.7250e-01 9.8824e+01 2.4656e+00
8.7375e-01 9.8649e+01 2.4940e+00
8.7500e-01 9.8577e+01 2.5547e+00
8.7625e-01 9.8615e+01 3.0579e+00
8.7750e-01 9.8780e+01 2.9449e+00
8.7875e-01 9.8804e+01 2.8019e+00
8.8000e-01 9.8931e+01 2.7265e+00
8.8125e-01 9.8633e+01 3.1335e+00
8.8250e-01 9.8389e+01 2.7836e+00
8.8375e-01 9.8659e+01 2.7417e+00
8.8500e-01 9.8697e+01 2.4972e+00
8.8625e-01 9.8861e+01 2.6130e+00
8.8750e-01 9.8440e+01 2.3671e+00
8.8875e-01 9.8679e+01 2.5407e+00
8.9000e-01 9.8742e+01 2.4554e+00
8.9125e-01 9.8789e+01 2.3969e+00
8.9250e-01 9.9174e+01 2.5376e+00
8.9375e-01 9.8876e+01 2.6008e+00
8.9500e-01 9.8886e+01 2.2876e+00
8.9625e-01 9.8836e+01 2.3780e+00
8.9750e-01 9.8809e+01 2.7649e+00
8.9875e-01 9.8842e+01 2.6673e+00
9.0000e-01 9.8589e+01 2.5679e+00
9.0125e-01 9.8526e+01 2.4655e+00
9.0250e-01 9.8583e+01 2.2937e+00
9.0375e-01 9.8545e+01 2.4019e+00
9.0500e-01 9.8437e+01 2.3512e+00
9.0625e-01 9.8479e+01 2.3910e+00
9.0750e-01 9.8111e+01 2.3592e+00
9.0875e-01 9.8054e+01 2.6306e+00
9.1000e-01 9.8072e+01 2.4826e+00
9.1125e-01 9.8019e+01 2.0092e+00
9.1250e-01 9.8066e+01 2.4923e+00
9.1375e-01 9.7960e+01 2.5505e+00
9.1500e-01 9.7993e+01 2.2258e+00
9.1625e-01 9.8128e+01 2.1621e+00
9.1750e-01 9.7904e+01 2.4809e+00
9.1875e-01 9.8078e+01 2.0982e+00
9.2000e-01 9.7779e+01 2.1762e+00
9.2125e-01 9.7970e+01 2.1818e+00
9.2250e-01 9.7972e+01 2.0134e+00
9.2375e-01 9.7838e+01 2.0210e+00
9.2500e-01 9.7844e+01 1.9895e+00
9.2625e-01 9.7896e+01 2.0468e+00
9.2750e-01 9.7912e+01 2.2037e+00
9.2875e-01 9.7793e+01 2.2953e+00
9.3000e-01 9.7884e+01 2.2755e+00
9.3125e-01 9.7927e+01 2.3048e+00
9.3250e-01 9.7618e+01 2.1825e+00
9.3375e-01 9.7684e+01 2.2267e+00
9.3500e-01 9.7656e+01 2.0029e+00
9.3625e-01 9.7530e+01 2.1551e+00
9.3750e-01 9.7384e+01 2.2160e+00
9.3875e-01 9.7477e+01 2.4014e+00
9.4000e-01 9.7211e+01 2.0418e+00
9.4125e-01 9.7500e+01 2.4163e+00
9.4250e-01 9.7535e+01 2.4126e+00
9.4375e-01 9.7481e+01 2.2381e+00
9.4500e-01 9.7107e+01 2.0767e+00
9.4625e-01 9.7530e+01 2.2102e+00
9.4750e-01 9.7606e+01 2.1145e+00
9.4875e-01 9.7928e+01 1.9620e+00
9.5000e-01 9.7955e+01 2.1910e+00
9.5125e-01 9.8026e+01 2.4479e+00
9.5250e-01 9.8006e+01 2.1063e+00
9.5375e-01 9.7787e+01 2.1820e+00
9.5500e-01 9.7885e+01 2.3349e+00
9.5625e-01 9.7837e+01 1.9218e+00
9.5750e-01 9.7967e+01 2.0320e+00
9.5875e-01 9.8006e+01 1.8906e+00
9.6000e-01 9.7832e+01 1.7124e+00
9.6125e-01 9.7745e+01 1.6676e+00
9.6250e-01 9.7655e+01 1.6588e+00
9.6375e-01 9.7713e+01 1.2942e+00
9.6500e-01 9.7881e+01 1.4635e+00
9.6625e-01 9.8071e+01 1.7574e+00
9.6750e-01 9.7771e+01 1.6789e+00
9.6875e-01 9.7824e+01 1.6577e+00
9.7000e-01 9.7628e+01 1.4816e+00
9.7125e-01 9.7955e+01 1.2703e+00
9.7250e-01 9.7980e+01 1.4805e+00
9.7375e-01 9.8080e+01 1.6139e+00
9.7500e-01 9.8234e+01 1.8320e+00
9.7625e-01 9.8113e+01 1.4357e+00
9.7750e-01 9.7964e+01 1.6273e+00
9.7875e-01 9.8354e+01 1.3512e+00
9.8000e-01 9.8313e+01 1.2072e+00
9.8125e-01 9.7855e+01 1.2528e+00
9.8250e-01 9.8076e+01 1.0354e+00
9.8375e-01 9.8117e+01 1.0433e+00
9.8500e-01 9.8024e+01 9.9444e-01
9.8625e-01 9.8315e+01 6.1223e-01
9.8750e-01 9.8001e+01 5.0630e-01
9.8875e-01 9.7956e+01 6.5909e-01
9.9000e-01 9.8141e+01 8.8970e-01
9.9125e-01 9.7994e+01 1.2493e+00
9.9250e-01 9.8108e+01 1.4829e+00
9.9375e-01 9.8254e+01 1.6759e+00
9.9500e-01 9.8207e+01 2.0286e+00
9.9625e-01 9.8194e+01 2.0130e+00
9.9750e-01 9.8189e+01 1.6177e+00
9.9875e-01 9.8175e+01 1.9222e+00
1.0000e+00 9.7688e+01 1.9577e+00
1.0012e+00 9.7794e+01 1.7011e+00
1.0025e+00 9.7690e+01 1.7195e+00
1.0037e+00 9.7612e+01 1.5522e+00
1.0050e+00 9.8101e+01 1.6889e+00
1.0063e+00 9.7746e+01 1.6429e+00
1.0075e+00 9.7667e+01 1.7114e+00
1.0088e+00 9.7671e+01 1.8087e+00
1.0100e+00 9.7557e+01 1.7930e+00
1.0112e+00 9.7609e+01 1.6596e+00
1.0125e+00 9.7435e+01 1.6675e+00
1.0137e+00 9.7445e+01 1.7701e+00
1.0150e+00 9.7151e+01 1.5556e+00
1.0163e+00 9.7387e+01 1.6398e+00
1.0175e+00 9.7377e+01 1.7844e+00
1.0188e+00 9.7660e+01 1.6780e+00
1.0200e+00 9.7709e+01 1.8826e+00
1.0212e+00 9.7720e+01 1.8984e+00
1.0225e+00 9.7658e+01 1.8856e+00
1.0237e+00 9.7781e+01 1.7055e+00
1.0250e+00 9.7648e+01 1.8991e+00
1.0263e+00 9.7873e+01 1.7083e+00
1.0275e+00 9.8300e+01 1.5850e+00
1.0288e+00 9.7968e+01 1.4323e+00
1.0300e+00 9.8123e+01 1.5035e+00
1.0312e+00 9.8158e+01 1.3377e+00
1.0325e+00 9.8021e+01 1.4221e+00
1.0337e+00 9.7966e+01 1.4613e+00
1.0350e+00 9.8093e+01 1.4052e+00
1.0362e+00 9.8086e+01 1.4137e+00
1.0375e+00 9.8084e+01 1.8358e+00
1.0388e+00 9.8099e+01 1.8177e+00
1.0400e+00 9.8040e+01 1.9048e+00
1.0413e+00 9.7907e+01 1.9937e+00
1.0425e+00 9.8198e+01 1.7586e+00
1.0437e+00 9.8109e+01 1.6802e+00
1.0450e+00 9.8153e+01 1.4183e+00
1.0462e+00 9.8046e+01 1.3542e+00
1.0475e+00 9.7886e+01 1.4966e+00
1.0488e+00 9.7856e+01 1.7105e+00
1.0500e+00 9.7868e+01 1.6440e+00
1.0513e+00 9.8123e+01 1.7555e+00
1.0525e+00 9.8331e+01 1.2798e+00
1.0537e+00 9.8150e+01 1.5166e+00
1.0550e+00 9.8257e+01 1.3966e+00
1.0562e+00 9.8195e+01 1.7288e+00
1.0575e+00 9.7936e+01 1.7169e+00
1.0588e+00 9.7964e+01 1.8531e+00
1.0600e+00 9.8159e+01 1.3956e+00
1.0613e+00 9.8207e+01 1.4515e+00
1.0625e+00 9.8122e+01 1.3470e+00
1.0637e+00 9.7942e+01 1.3469e+00
1.0650e+00 9.8017e+01 1.5242e+00
1.0662e+00 9.8039e+01 1.7531e+00
1.0675e+00 9.8120e+01 1.7130e+00
1.0688e+00 9.7930e+01 1.7881e+00
1.0700e+00 9.7901e+01 1.6216e+00
1.0713e+00 9.7919e+01 1.6212e+00
1.0725e+00 9.8028e+01 1.3695e+00
1.0737e+00 9.8106e+01 1.0791e+00
1.0750e+00 9.8185e+01 1.2477e+00
1.0762e+00 9.7847e+01 1.3113e+00
1.0775e+00 9.7846e+01 9.1752e-01
1.0788e+00 9.8074e+01 1.2270e+00
1.0800e+00 9.8130e+01 1.4436e+00
1.0813e+00 9.7968e+01 1.1503e+00
1.0825e+00 9.8341e+01 1.0195e+00
1.0837e+00 9.8250e+01 1.0577e+00
1.0850e+00 9.8012e+01 1.1157e+00
1.0862e+00 9.8014e+01 1.3641e+00
1.0875e+00 9.8065e+01 1.4816e+00
1.0888e+00 9.8264e+01 1.4074e+00
1.0900e+00 9.7886e+01 1.4978e+00
1.0913e+00 9.7945e+01 1.2319e+00
1.0925e+00 9.7782e+01 1.3703e+00
1.0938e+00 9.7652e+01 1.3650e+00
1.0950e+00 9.7866e+01 1.4109e+00
1.0962e+00 9.7924e+01 1.3472e+00
1.0975e+00 9.7968e+01 1.2612e+00
1.0987e+00 9.8326e+01 1.4204e+00
1.1000e+00 9.8191e+01 1.6211e+00
1.1013e+00 9.8299e+01 1.1728e+00
1.1025e+00 9.8210e+01 1.2770e+00
1.1038e+00 9.8169e+01 1.4782e+00
1.1050e+00 9.8338e+01 1.5930e+00
1.1062e+00 9.8165e+01 1.3859e+00
1.1075e+00 9.8099e+01 1.0613e+00
1.1087e+00 9.7887e+01 1.1653e+00
1.1100e+00 9.7964e+01 1.3157e+00
1.1113e+00 9.7918e+01 1.4926e+00
1.1125e+00 9.8089e+01 1.3612e+00
1.1138e+00 9.8236e+01 1.0694e+00
1.1150e+00 9.8120e+01 9.9628e-01
1.1162e+00 9.8315e+01 1.2769e+00
1.1175e+00 9.8533e+01 1.6872e+00
1.1187e+00 9.8360e+01 1.5932e+00
1.1200e+00 9.8290e+01 1.6051e+00
1.1213e+00 9.8055e+01 2.0264e+00
1.1225e+00 9.7838e+01 2.1127e+00
1.1238e+00 9.7774e+01 2.0243e+00
1.1250e+00 9.8041e+01 1.6635e+00
1.1262e+00 9.8125e+01 1.5312e+00
1.1275e+00 9.8046e+01 1.5158e+00
1.1287e+00 9.8173e+01 1.3580e+00
1.1300e+00 9.8296e+01 1.1848e+00
1.1313e+00 9.8778e+01 9.4724e-01
1.1325e+00 9.8656e+01 1.1557e+00
1.1338e+00 9.8811e+01 9.6382e-01
1.1350e+00 9.8374e+01 7.4437e-01
1.1362e+00 9.8089e+01 1.0096e+00
1.1375e+00 9.8295e+01 1.2092e+00
1.1387e+00 9.8167e+01 1.3082e+00
1.1400e+00 9.8530e+01 1.3857e+00
1.1413e+00 9.8533e+01 1.2961e+00
1.1425e+00 9.8475e+01 1.2490e+00
1.1438e+00 9.8482e+01 1.6335e+00
1.1450e+00 9.8552e+01 1.6000e+00
1.1462e+00 9.8584e+01 1.5189e+00
1.1475e+00 9.8639e+01 1.4740e+00
1.1487e+00 9.8518e+01 1.4162e+00
1.1500e+00 9.8430e+01 1.2423e+00
1.1513e+00 9.8300e+01 1.3808e+00
1.1525e+00 9.8352e+01 1.3225e+00
1.1538e+00 9.8579e+01 1.0947e+00
1.1550e+00 9.8315e+01 1.2007e+00
1.1562e+00 9.8458e+01 1.4412e+00
1.1575e+00 9.8437e+01 1.4745e+00
1.1587e+00 9.8441e+01 1.6553e+00
1.1600e+00 9.8692e+01 1.2123e+00
1.1612e+00 9.8820e+01 1.4056e+00
1.1625e+00 9.8565e+01 1.3655e+00
1.1638e+00 9.8716e+01 1.2942e+00
1.1650e+00 9.8652e+01 1.0738e+00
1.1663e+00 9.8623e+01 9.2463e-01
1.1675e+00 9.8378e+01 1.1982e+00
1.1687e+00 9.8333e+01 1.3622e+00
1.1700e+00 9.8409e+01 1.5782e+00
1.1712e+00 9.8425e+01 1.1301e+00
1.1725e+00 9.8587e+01 9.1817e-01
1.1738e+00 9.8415e+01 1.1180e+00
1.1750e+00 9.8866e+01 1.1033e+00
1.1763e+00 9.8952e+01 1.1736e+00
1.1775e+00 9.8722e+01 1.3739e+00
1.1787e+00 9.8561e+01 1.0138e+00
1.1800e+00 9.8469e+01 1.0156e+00
1.1812e+00 9.8397e+01 9.9914e-01
1.1825e+00 9.8445e+01 5.1244e-01
1.1838e+00 9.8792e+01 7.8332e-01
1.1850e+00 9.8850e+01 6.6820e-01
1.1863e+00 9.8966e+01 3.6599e-01
1.1875e+00 9.8813e+01 3.6373e-01
1.1887e+00 9.8667e+01 2.6878e-01
1.1900e+00 9.8623e+01 7.5299e-01
1.1912e+00 9.8590e+01 8.1153e-01
1.1925e+00 9.8492e+01 6.4484e-01
1.1938e+00 9.8300e+01 7.3293e-01
1.1950e+00 9.8265e+01 7.3405e-01
1.1963e+00 9.7861e+01 5.2195e-01
1.1975e+00 9.7907e+01 5.2623e-01
1.1987e+00 9.7786e+01 9.1171e-01
1.2000e+00 9.7760e+01 8.7321e-01
1.2012e+00 9.7930e+01 8.0352e-01
1.2025e+00 9.7973e+01 9.9167e-01
1.2038e+00 9.7693e+01 9.9905e-01
1.2050e+00 9.7350e+01 1.0249e+00
1.2063e+00 9.7547e+01 1.1785e+00
1.2075e+00 9.7316e+01 8.1474e-01
1.2087e+00 9.7592e+01 1.0509e+00
1.2100e+00 9.7585e+01 1.2134e+00
1.2112e+00 9.7511e+01 1.2234e+00
1.2125e+00 9.7401e+01 1.1495e+00
1.2138e+00 9.7284e+01 9.1875e-01
1.2150e+00 9.7435e+01 1.2815e+00
1.2163e+00 9.7530e+01 1.2599e+00
1.2175e+00 9.7711e+01 1.3110e+00
1.2188e+00 9.7723e+01 1.4854e+00
1.2200e+00 9.7770e+01 1.4876e+00
1.2212e+00 9.8104e+01 1.5334e+00
1.2225e+00 9.8089e+01 1.4448e+00
1.2237e+00 9.8163e+01 1.4672e+00
1.2250e+00 9.8225e+01 1.1425e+00
1.2263e+00 9.8174e+01 1.0142e+00
1.2275e+00 9.8297e+01 7.4655e-01
1.2288e+00 9.8295e+01 1.0260e+00
1.2300e+00 9.8073e+01 1.1114e+00
1.2312e+00 9.7950e+01 9.2109e-01
1.2325e+00 9.7692e+01 1.0098e+00
1.2337e+00 9.7609e+01 8.4524e-01
1.2350e+00 9.7479e+01 8.3977e-01
1.2363e+00 9.7621e+01 7.9517e-01
1.2375e+00 9.7855e+01 6.6064e-01
1.2388e+00 9.7829e+01 8.6028e-01
1.2400e+00 9.7438e+01 1.0447e+00
1.2412e+00 9.7143e+01 1.1652e+00
1.2425e+00 9.7196e+01 1.5764e+00
1.2437e+00 9.6951e+01 1.3524e+00
1.2450e+00 9.6897e+01 1.5446e+00
1.2463e+00 9.6943e+01 1.6590e+00
1.2475e+00 9.7030e+01 1.7199e+00
1.2488e+00 9.7463e+01 1.3755e+00
1.2500e+00 9.7008e+01 1.3726e+00
1.2512e+00 9.7292e+01 1.2619e+00
1.2525e+00 9.7225e+01 1.3443e+00
1.2537e+00 9.7390e+01 1.3693e+00
1.2550e+00 9.7366e+01 1.2684e+00
1.2563e+00 9.6978e+01 1.2415e+00
1.2575e+00 9.7200e+01 1.2380e+00
1.2588e+00 9.7225e+01 1.1557e+00
1.2600e+00 9.7215e+01 9.3209e-01
1.2612e+00 9.7582e+01 7.8250e-01
1.2625e+00 9.7630e+01 9.2850e-01
1.2637e+00 9.7764e+01 1.1150e+00
1.2650e+00 9.7711e+01 9.2242e-01
1.2663e+00 9.7321e+01 1.1665e+00
1.2675e+00 9.7483e+01 1.3759e+00
1.2688e+00 9.7517e+01 1.0794e+00
1.2700e+00 9.7490e+01 1.2960e+00
1.2712e+00 9.7419e+01 1.1172e+00
1.2725e+00 9.7063e+01 1.2033e+00
1.2737e+00 9.7258e+01 1.0629e+00
1.2750e+00 9.7322e+01 7.9421e-01
1.2763e+00 9.7651e+01 9.2216e-01
1.2775e+00 9.7801e+01 1.0479e+00
1.2788e+00 9.7897e+01 8.8094e-01
1.2800e+00 9.7936e+01 9.0990e-01
1.2812e+00 9.7890e+01 9.4418e-01
1.2825e+00 9.8028e+01 9.0566e-01
1.2837e+00 9.8237e+01 1.0818e+00
1.2850e+00 9.8509e+01 1.1601e+00
1.2862e+00 9.8653e+01 1.2974e+00
1.2875e+00 9.8905e+01 1.2371e+00
1.2888e+00 9.8539e+01 1.0657e+00
1.2900e+00 9.8609e+01 1.1644e+00
1.2913e+00 9.8632e+01 1.1907e+00
1.2925e+00 9.8494e+01 8.7706e-01
1.2937e+00 9.8496e+01 1.0337e+00
1.2950e+00 9.8621e+01 1.2665e+00
1.2962e+00 9.8391e+01 1.0500e+00
1.2975e+00 9.8752e+01 8.9265e-01
1.2988e+00 9.8281e+01 9.0749e-01
1.3000e+00 9.8417e+01 1.0160e+00
1.3013e+00 9.8558e+01 8.1677e-01
1.3025e+00 9.8632e+01 9.9645e-01
1.3037e+00 9.8486e+01 1.1283e+00
1.3050e+00 9.8271e+01 1.0645e+00
1.3062e+00 9.8364e+01 1.1379e+00
1.3075e+00 9.8217e+01 1.7562e+00
1.3088e+00 9.8294e+01 1.3498e+00
1.3100e+00 9.8247e+01 1.7724e+00
1.3113e+00 9.8010e+01 1.4096e+00
1.3125e+00 9.8031e+01 1.5360e+00
1.3137e+00 9.8241e+01 1.5934e+00
1.3150e+00 9.8235e+01 1.6938e+00
1.3162e+00 9.8084e+01 1.5433e+00
1.3175e+00 9.8031e+01 1.6924e+00
1.3188e+00 9.8115e+01 1.7691e+00
1.3200e+00 9.8370e+01 1.7045e+00
1.3213e+00 9.8173e+01 1.7352e+00
1.3225e+00 9.8295e+01 1.6499e+00
1.3237e+00 9.8163e+01 1.6213e+00
1.3250e+00 9.8041e+01 1.7592e+00
1.3262e+00 9.7920e+01 1.7000e+00
1.3275e+00 9.8106e+01 2.1745e+00
1.3288e+00 9.7983e+01 2.1189e+00
1.3300e+00 9.7768e+01 2.0968e+00
1.3313e+00 9.8084e+01 1.7185e+00
1.3325e+00 9.8058e+01 1.9191e+00
1.3337e+00 9.8152e+01 1.9618e+00
1.3350e+00 9.8341e+01 1.8134e+00
1.3362e+00 9.8261e+01 2.0146e+00
1.3375e+00 9.8507e+01 2.0087e+00
1.3388e+00 9.8304e+01 2.1122e+00
1.3400e+00 9.7925e+01 1.7292e+00
1.3413e+00 9.7986e+01 1.8923e+00
1.3425e+00 9.8548e+01 2.1849e+00
1.3438e+00 9.8608e+01 2.0982e+00
1.3450e+00 9.8602e+01 1.9840e+00
1.3462e+00 9.8606e+01 1.9520e+00
1.3475e+00 9.8747e+01 2.0118e+00
1.3487e+00 9.8695e+01 2.3236e+00
1.3500e+00 9.8771e+01 2.5752e+00
1.3513e+00 9.8962e+01 2.6873e+00
1.3525e+00 9.8602e+01 2.8805e+00
1.3538e+00 9.8664e+01 3.0177e+00
1.3550e+00 9.8548e+01 3.0357e+00
1.3562e+00 9.8342e+01 2.9415e+00
1.3575e+00 9.8223e+01 2.7109e+00
1.3587e+00 9.8238e+01 2.7329e+00
1.3600e+00 9.8438e+01 2.4231e+00
1.3613e+00 9.8695e+01 2.6216e+00
1.3625e+00 9.8646e+01 2.4966e+00
1.3638e+00 9.8766e+01 2.5855e+00
1.3650e+00 9.8581e+01 2.7700e+00
1.3662e+00 9.8834e+01 2.5353e+00
1.3675e+00 9.8815e+01 2.4409e+00
1.3687e+00 9.8842e+01 2.3308e+00
1.3700e+00 9.8923e+01 2.4002e+00
1.3713e+00 9.8728e+01 2.4530e+00
1.3725e+00 9.8624e+01 2.7832e+00
1.3738e+00 9.8621e+01 2.5167e+00
1.3750e+00 9.8499e+01 2.3212e+00
1.3762e+00 9.8421e+01 2.3255e+00
1.3775e+00 9.8610e+01 2.4187e+00
1.3787e+00 9.8481e+01 2.3760e+00
1.3800e+00 9.8299e+01 2.1997e+00
1.3813e+00 9.8398e+01 2.2680e+00
1.3825e+00 9.8500e+01 2.2802e+00
1.3838e+00 9.8875e+01 2.2471e+00
1.3850e+00 9.8810e+01 2.1368e+00
1.3862e+00 9.8784e+01 2.0113e+00
1.3875e+00 9.8698e+01 1.8150e+00
1.3887e+00 9.8645e+01 1.9626e+00
1.3900e+00 9.8627e+01 1.8682e+00
1.3913e+00 9.8960e+01 1.8893e+00
1.3925e+00 9.9176e+01 2.0551e+00
1.3938e+00 9.8918e+01 2.1250e+00
1.3950e+00 9.8811e+01 2.0453e+00
1.3962e+00 9.8725e+01 1.7545e+00
1.3975e+00 9.8767e+01 1.8153e+00
1.3987e+00 9.8576e+01 1.5541e+00
1.4000e+00 9.8340e+01 1.5661e+00
1.4013e+00 9.8569e+01 1.6066e+00
1.4025e+00 9.8625e+01 1.6543e+00
1.4038e+00 9.8494e+01 1.4966e+00
1.4050e+00 9.8740e+01 1.3891e+00
1.4062e+00 9.8880e+01 1.3784e+00
1.4075e+00 9.8999e+01 1.6571e+00
1.4087e+00 9.8831e+01 1.7515e+00
1.4100e+00 9.8502e+01 1.7929e+00
1.4112e+00 9.8710e+01 1.5301e+00
1.4125e+00 9.8276e+01 1.6094e+00
1.4138e+00 9.8391e+01 1.6564e+00
1.4150e+00 9.8308e+01 1.5219e+00
1.4163e+00 9.8387e+01 1.7009e+00
1.4175e+00 9.8518e+01 1.5503e+00
1.4187e+00 9.8585e+01 1.8991e+00
1.4200e+00 9.8573e+01 1.9652e+00
1.4212e+00 9.8817e+01 2.0539e+00
1.4225e+00 9.8843e+01 1.9722e+00
1.4238e+00 9.8810e+01 1.8964e+00
1.4250e+00 9.8743e+01 1.9046e+00
1.4263e+00 9.8793e+01 2.0912e+00
1.4275e+00 9.8544e+01 1.9041e+00
1.4287e+00 9.8567e+01 1.7642e+00
1.4300e+00 9.8711e+01 1.7703e+00
1.4312e+00 9.8923e+01 1.5296e+00
1.4325e+00 9.8599e+01 1.7137e+00
1.4338e+00 9.8684e+01 1.3699e+00
1.4350e+00 9.8689e+01 1.5697e+00
1.4363e+00 9.8724e+01 1.3527e+00
1.4375e+00 9.8643e+01 1.2664e+00
1.4387e+00 9.8693e+01 1.4337e+00
1.4400e+00 9.9229e+01 1.3774e+00
1.4412e+00 9.8797e+01 1.3763e+00
1.4425e+00 9.9111e+01 1.8763e+00
1.4438e+00 9.9219e+01 1.8014e+00
1.4450e+00 9.8903e+01 1.9930e+00
1.4463e+00 9.8819e+01 1.5853e+00
1.4475e+00 9.8856e+01 1.8306e+00
1.4487e+00 9.8893e+01 2.0764e+00
1.4500e+00 9.8731e+01 1.9432e+00
1.4512e+00 9.9069e+01 1.9214e+00
